,Text1,Text2,Class
5071,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a unsecure fashion.",Conflict
5072,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","In a secure manner, The UAV Viewer (also known as the ""Viewer"") can connect to the UAV",Conflict
5073,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",Conflict
5074,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Conflict
5075,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",Any viewer device shall connect to the UAV in a secure fashion.,Conflict
5076,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Conflict
5077,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using quick connect/disconnect cabling.",Conflict
5078,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",The Pilot controller shall connect or disconnect to at most one Hummingbird in a secure fashion at any time.,Neutral
5079,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",The UAV visual feed should include a night time IR camera capability,Neutral
5080,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",The UAB shall in a timely manner send the Pilot the power and estimated flight time remaining.,Neutral
5081,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.",The UAV shall be able to autonomously return to its starting position when a definable event has occurred or when receiving a command from the pilot. ,Neutral
5082,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The Pilot controller shall detect instances of communication loss and automatically reconnect, if possible.",Neutral
5083,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV via bluetooth.","The Pilot controller shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Neutral
5084,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The UAV Viewer shall connect with the communication wireless network provided by the Aviary SoS.,Conflict
5085,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,Conflict
5086,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect to a custom communications radio network provided by Aviary SoS.,Conflict
5087,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the standard communication wired network provided by the Aviary SoS. ,Conflict
5088,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the proprietary wireless communication network provided by the Aviary SoS. ,Conflict
5089,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wired network provided by the Aviary SoS.,Conflict
5090,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,"Using the Aviary SoS wireless network, the Viewer shall connect to the UAV.",Conflict
5091,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,Conflict
5092,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Conflict
5093,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with the any wireless network available,Conflict
5094,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Conflict
5095,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Viewer shall connect with locally-available wireless networks.,Conflict
5096,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The Pilot shall communicate with the pilot station using custom communications network capable of communicating within a 50-mile radius of the UAV.,Neutral
5097,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,Remote surveillance should support a two hour flight without charging. ,Neutral
5098,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Neutral
5099,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Neutral
5100,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,These are the consumer guidelines for Aviary.,Neutral
5101,The Viewer shall connect with the custom communication wireled network provided by the Aviary SoS.,The UAB shall send the Pilot the power and estimated flight time remaining when power is low.,Neutral
5102,The Viewer shall not be able to influence the flight or camera functions of the Bird Feeder.,The alternate displays shall not be able to influence the flight or camera functions of the Hummingbird.,Conflict
