Text1,Text2,Class
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",The Pilot shall be able to control the speed of flight from 0 to up to 10 miles per hour in all directions while remaining horozontile to the plane.,Neural
"Communication among the flight, operations elements, and platform shall be secure against hacking and eavesdropping.",The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than 2 minutes.,Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support manual mission plans as well as Pilot-directed flight.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support autonomous mission plans or Pilot-directed flight. ,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support only autonomous mission plans.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary may not support autonomous mission plans as well as Pilot-directed flight.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support Pilot-directed flight.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall not support autonomous mission plans.,Conflict
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support autonomous mission plans as well as manual flights.,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,Aviation shall support automated operation as well as pilot-directed flight.,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,Aviary mission plans can be both piloted and autonomous.,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary shall support autonomous mission plans in addition to Pilot-directed flight.,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,The Aviary supports autonomous and Pilot-directed flights.,Duplicate
The Aviary shall support both autonomous missions and direct Pilot flight.,The Pilot shall rotate the UAV independently from its direction of travel.,Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,Communication along the flight and platform should be secure from hacking and eavesdropping.,Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,All Pilot communication with the UAV shall occur with radio.,Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,"The UAV shall maintain roll, pitch and yaw (attitude) in the presence of low to moderate winds. ",Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,"Flight, operations, and platform communications should be secure to avoid eavesdropping and hacking",Neural
The Aviary shall support both autonomous missions and direct Pilot flight.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in all directions while remaining horozontile to the plane.,Neural
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 40 kilometers of its origin,Conflict
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Conflict
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The pilot shall be able to fly the UAV to any accessible-by-air location within 20 kilometers of its origin,Conflict
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 200 miles of its origin,Conflict
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The Pilot shall be able to fly the UAV to any accessible-by-air location 20 miles from its origin,Conflict
The Pilot controller shall fly the UAV by air to a location at most 20 miles from the starting point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 km of its origin,Conflict
